sentence,cryptocurrency,span_start,span_stop
This is my sentence that contains a UIS,unitus,36,39
This is my sentence that GoldPieces a cryptocurrency.,goldpieces,25,35
This is my sentence that GP a cryptocurrency.,goldpieces,25,27
This is my sentence that contains Circuits of Value cryptocurrency.,circuits-of-value,34,51
This is my sentence that contains COVAL cryptocurrency.,circuits-of-value,34,39
This is my sentence that contains a Nexus,nexus,36,41
This is my sentence that contains a NXS,nexus,36,39
This is my SoonCoin that contains a cryptocurrency.,sooncoin,11,19
This is my SOON that contains a cryptocurrency.,sooncoin,11,15
This is my sentence MetalCoin contains a cryptocurrency.,metalcoin,20,29
This is my sentence METAL contains a cryptocurrency.,metalcoin,20,25
This is IncaKoin sentence that contains a cryptocurrency.,incakoin,8,16
This is NKA sentence that contains a cryptocurrency.,incakoin,8,11
This is my SmileyCoin that contains a cryptocurrency.,smileycoin,11,21
This is my SMLY that contains a cryptocurrency.,smileycoin,11,15
This is Machinecoin sentence that contains a cryptocurrency.,machinecoin,8,19
This is MAC sentence that contains a cryptocurrency.,machinecoin,8,11
This is my sentence that bitSilver a cryptocurrency.,bitsilver,25,34
This is my sentence that BITSILVER a cryptocurrency.,bitsilver,25,34
This is Dotcoin sentence that contains a cryptocurrency.,dotcoin,8,15
This is DOT sentence that contains a cryptocurrency.,dotcoin,8,11
This is my sentence that contains Kobocoin cryptocurrency.,kobocoin,34,42
This is my sentence that contains KOBO cryptocurrency.,kobocoin,34,38
This is PayCon sentence that contains a cryptocurrency.,paycon,8,14
This is CON sentence that contains a cryptocurrency.,paycon,8,11
This is my sentence that Bean Cash a cryptocurrency.,bean-cash,25,34
This is my sentence that BITB a cryptocurrency.,bean-cash,25,29
This is my GeoCoin that contains a cryptocurrency.,geocoin,11,18
This is my GEO that contains a cryptocurrency.,geocoin,11,14
This is my sentence that contains Tether cryptocurrency.,tether,34,40
This is my sentence that contains USDT cryptocurrency.,tether,34,38
This is my sentence Wild Beast Block contains a cryptocurrency.,wild-beast-block,20,36
This is my sentence WBB contains a cryptocurrency.,wild-beast-block,20,23
This is my sentence that GridCoin a cryptocurrency.,gridcoin,25,33
This is my sentence that GRC a cryptocurrency.,gridcoin,25,28
This is Vcash sentence that contains a cryptocurrency.,vcash,8,13
This is XVC sentence that contains a cryptocurrency.,vcash,8,11
This is my sentence that contains X-Coin cryptocurrency.,x-coin,34,40
This is my sentence that contains XCO cryptocurrency.,x-coin,34,37
This is Sharkcoin sentence that contains a cryptocurrency.,sharkcoin,8,17
This is SAK sentence that contains a cryptocurrency.,sharkcoin,8,11
This is LiteDoge sentence that contains a cryptocurrency.,litedoge,8,16
This is LDOGE sentence that contains a cryptocurrency.,litedoge,8,13
SongCoin is my sentence that contains a cryptocurrency.,songcoin,0,8
SONG is my sentence that contains a cryptocurrency.,songcoin,0,4
This is Woodcoin sentence that contains a cryptocurrency.,woodcoin,8,16
This is LOG sentence that contains a cryptocurrency.,woodcoin,8,11
This is Crave sentence that contains a cryptocurrency.,crave,8,13
This is CRAVE sentence that contains a cryptocurrency.,crave,8,13
This is my Pura that contains a cryptocurrency.,pura,11,15
This is my PURA that contains a cryptocurrency.,pura,11,15
This is my sentence that NEM a cryptocurrency.,nem,25,28
This is my sentence that XEM a cryptocurrency.,nem,25,28
This is my sentence that contains 8Bit cryptocurrency.,8bit,34,38
This is my sentence that contains 8BIT cryptocurrency.,8bit,34,38
LeaCoin is my sentence that contains a cryptocurrency.,leacoin,0,7
LEA is my sentence that contains a cryptocurrency.,leacoin,0,3
This is my sentence that contains Neutron cryptocurrency.,neutron,34,41
This is my sentence that contains NTRN cryptocurrency.,neutron,34,38
This is my sentence Xaurum contains a cryptocurrency.,xaurum,20,26
This is my sentence XAUR contains a cryptocurrency.,xaurum,20,24
This is my sentence Californium contains a cryptocurrency.,californium,20,31
This is my sentence CF contains a cryptocurrency.,californium,20,22
This is my sentence that contains Advanced Internet Blocks cryptocurrency.,advanced-internet-blocks,34,58
This is my sentence that contains AIB cryptocurrency.,advanced-internet-blocks,34,37
This is my sentence EggCoin contains a cryptocurrency.,eggcoin,20,27
This is my sentence EGG contains a cryptocurrency.,eggcoin,20,23
This is my sentence that contains a Sphere,sphere,36,42
This is my sentence that contains a SPHR,sphere,36,40
This is my sentence that contains MedicCoin cryptocurrency.,mediccoin,34,43
This is my sentence that contains MEDIC cryptocurrency.,mediccoin,34,39
This is my sentence that contains a Bubble,bubble,36,42
This is my sentence that contains a BUB,bubble,36,39
This is my sentence that MUSE a cryptocurrency.,bitshares-music,25,29
This is my sentence that MUSE a cryptocurrency.,bitshares-music,25,29
This is my Universal Currency that contains a cryptocurrency.,universal-currency,11,29
This is my UNIT that contains a cryptocurrency.,universal-currency,11,15
This is my sentence that ShellCoin a cryptocurrency.,shellcoin,25,34
This is my sentence that SHELL a cryptocurrency.,shellcoin,25,30
This is Crypto sentence that contains a cryptocurrency.,crypto,8,14
This is CTO sentence that contains a cryptocurrency.,crypto,8,11
This is my ParkByte that contains a cryptocurrency.,parkbyte,11,19
This is my PKB that contains a cryptocurrency.,parkbyte,11,14
This ARbit my sentence that contains a cryptocurrency.,arbit,5,10
This ARB my sentence that contains a cryptocurrency.,arbit,5,8
This is my sentence that contains Gambit cryptocurrency.,gambit,34,40
This is my sentence that contains GAM cryptocurrency.,gambit,34,37
This is my sentence Bata contains a cryptocurrency.,bata,20,24
This is my sentence BTA contains a cryptocurrency.,bata,20,23
This is my AudioCoin that contains a cryptocurrency.,audiocoin,11,20
This is my ADC that contains a cryptocurrency.,audiocoin,11,14
This is my sentence that Synergy a cryptocurrency.,synergy,25,32
This is my sentence that SNRG a cryptocurrency.,synergy,25,29
This is my sentence bitEUR contains a cryptocurrency.,biteur,20,26
This is my sentence BITEUR contains a cryptocurrency.,biteur,20,26
This is my sentence that contains UniCoin cryptocurrency.,unicoin,34,41
This is my sentence that contains UNIC cryptocurrency.,unicoin,34,38
This is my sentence FujiCoin contains a cryptocurrency.,fujicoin,20,28
This is my sentence FJC contains a cryptocurrency.,fujicoin,20,23
This is my sentence that EuropeCoin a cryptocurrency.,europecoin,25,35
This is my sentence that ERC a cryptocurrency.,europecoin,25,28
This is my sentence that The Cypherfunks a cryptocurrency.,the-cypherfunks,25,40
This is my sentence that FUNK a cryptocurrency.,the-cypherfunks,25,29
This is my sentence that contains a Hexx,hexx,36,40
This is my sentence that contains a HXX,hexx,36,39
This is my sentence Ratecoin contains a cryptocurrency.,ratecoin,20,28
This is my sentence XRA contains a cryptocurrency.,ratecoin,20,23
CrevaCoin is my sentence that contains a cryptocurrency.,crevacoin,0,9
CREVA is my sentence that contains a cryptocurrency.,crevacoin,0,5
This IrishCoin my sentence that contains a cryptocurrency.,irishcoin,5,14
This IRL my sentence that contains a cryptocurrency.,irishcoin,5,8
This is my sentence that contains Bitzeny cryptocurrency.,bitzeny,34,41
This is my sentence that contains ZNY cryptocurrency.,bitzeny,34,37
This is my sentence that BowsCoin a cryptocurrency.,bowscoin,25,33
This is my sentence that BSC a cryptocurrency.,bowscoin,25,28
This is my AnarchistsPrime that contains a cryptocurrency.,anarchistsprime,11,26
This is my ACP that contains a cryptocurrency.,anarchistsprime,11,14
This is my sentence that CompuCoin a cryptocurrency.,compucoin,25,34
This is my sentence that CPN a cryptocurrency.,compucoin,25,28
This is my sentence that contains ChainCoin cryptocurrency.,chaincoin,34,43
This is my sentence that contains CHC cryptocurrency.,chaincoin,34,37
This is my sentence that contains a Sprouts,sprouts,36,43
This is my sentence that contains a SPRTS,sprouts,36,41
This is my sentence Helleniccoin contains a cryptocurrency.,helleniccoin,20,32
This is my sentence HNC contains a cryptocurrency.,helleniccoin,20,23
This is my sentence that contains Capricoin cryptocurrency.,capricoin,34,43
This is my sentence that contains CPC cryptocurrency.,capricoin,34,37
This is my sentence that contains Flaxscript cryptocurrency.,flaxscript,34,44
This is my sentence that contains FLAX cryptocurrency.,flaxscript,34,38
This is my sentence that contains Manna cryptocurrency.,manna,34,39
This is my sentence that contains MANNA cryptocurrency.,manna,34,39
This is my sentence that contains Axiom cryptocurrency.,axiom,34,39
This is my sentence that contains AXIOM cryptocurrency.,axiom,34,39
LEOcoin is my sentence that contains a cryptocurrency.,leocoin,0,7
LEO is my sentence that contains a cryptocurrency.,leocoin,0,3
This is my sentence that contains a Aeon,aeon,36,40
This is my sentence that contains a AEON,aeon,36,40
This is Ethereum sentence that contains a cryptocurrency.,ethereum,8,16
This is ETH sentence that contains a cryptocurrency.,ethereum,8,11
This is my SJWCoin that contains a cryptocurrency.,sjwcoin,11,18
This is my SJW that contains a cryptocurrency.,sjwcoin,11,14
This is my sentence that contains TransferCoin cryptocurrency.,transfercoin,34,46
This is my sentence that contains TX cryptocurrency.,transfercoin,34,36
This is my GuccioneCoin that contains a cryptocurrency.,guccionecoin,11,23
This is my GCC that contains a cryptocurrency.,guccionecoin,11,14
This is AmsterdamCoin sentence that contains a cryptocurrency.,amsterdamcoin,8,21
This is AMS sentence that contains a cryptocurrency.,amsterdamcoin,8,11
This is my sentence that contains Eurocoin cryptocurrency.,eurocoin,34,42
This is my sentence that contains EUC cryptocurrency.,eurocoin,34,37
This is my sentence that contains Siacoin cryptocurrency.,siacoin,34,41
This is my sentence that contains SC cryptocurrency.,siacoin,34,36
This is Global Currency Reserve sentence that contains a cryptocurrency.,global-currency-reserve,8,31
This is GCR sentence that contains a cryptocurrency.,global-currency-reserve,8,11
This is my sentence that Shift a cryptocurrency.,shift,25,30
This is my sentence that SHIFT a cryptocurrency.,shift,25,30
This is my sentence that contains a VectorAI,vector,36,44
This is my sentence that contains a VEC2,vector,36,40
This is my sentence Bolivarcoin contains a cryptocurrency.,bolivarcoin,20,31
This is my sentence BOLI contains a cryptocurrency.,bolivarcoin,20,24
This is my sentence SpaceCoin contains a cryptocurrency.,spacecoin,20,29
This is my sentence SPACE contains a cryptocurrency.,spacecoin,20,25
This is my sentence that contains Bitcrystals cryptocurrency.,bitcrystals,34,45
This is my sentence that contains BCY cryptocurrency.,bitcrystals,34,37
This Pakcoin my sentence that contains a cryptocurrency.,pakcoin,5,12
This PAK my sentence that contains a cryptocurrency.,pakcoin,5,8
This is Influxcoin sentence that contains a cryptocurrency.,influxcoin,8,18
This is INFX sentence that contains a cryptocurrency.,influxcoin,8,12
This Expanse my sentence that contains a cryptocurrency.,expanse,5,12
This EXP my sentence that contains a cryptocurrency.,expanse,5,8
This is my sentence SIBCoin contains a cryptocurrency.,sibcoin,20,27
This is my sentence SIB contains a cryptocurrency.,sibcoin,20,23
This is IslaCoin sentence that contains a cryptocurrency.,islacoin,8,16
This is ISL sentence that contains a cryptocurrency.,islacoin,8,11
This is my sentence that Swing a cryptocurrency.,swing,25,30
This is my sentence that SWING a cryptocurrency.,swing,25,30
This is my sentence that Factom a cryptocurrency.,factom,25,31
This is my sentence that FCT a cryptocurrency.,factom,25,28
ParallelCoin is my sentence that contains a cryptocurrency.,parallelcoin,0,12
DUO is my sentence that contains a cryptocurrency.,parallelcoin,0,3
This is my sentence that contains a Save and Gain,save-and-gain,36,49
This is my sentence that contains a SANDG,save-and-gain,36,41
This is my sentence Prototanium contains a cryptocurrency.,prototanium,20,31
This is my sentence PR contains a cryptocurrency.,prototanium,20,22
This is my DigiCube that contains a cryptocurrency.,digicube,11,19
This is my CUBE that contains a cryptocurrency.,digicube,11,15
This is my Augur that contains a cryptocurrency.,augur,11,16
This is my REP that contains a cryptocurrency.,augur,11,14
This is StrongHands sentence that contains a cryptocurrency.,stronghands,8,19
This is SHND sentence that contains a cryptocurrency.,stronghands,8,12
This is my PACcoin that contains a cryptocurrency.,paccoin,11,18
This is my $PAC that contains a cryptocurrency.,paccoin,11,15
This is Elite sentence that contains a cryptocurrency.,1337coin,8,13
This is 1337 sentence that contains a cryptocurrency.,1337coin,8,12
This is Money sentence that contains a cryptocurrency.,money,8,13
This is $$$ sentence that contains a cryptocurrency.,money,8,11
This SOILcoin my sentence that contains a cryptocurrency.,soilcoin,5,13
This SOIL my sentence that contains a cryptocurrency.,soilcoin,5,9
This is my sentence that contains SecretCoin cryptocurrency.,secretcoin,34,44
This is my sentence that contains SCRT cryptocurrency.,secretcoin,34,38
DraftCoin is my sentence that contains a cryptocurrency.,draftcoin,0,9
DFT is my sentence that contains a cryptocurrency.,draftcoin,0,3
This is OBITS sentence that contains a cryptocurrency.,obits,8,13
This is OBITS sentence that contains a cryptocurrency.,obits,8,13
This is my sentence that contains a Synereo,synereo,36,43
